ServiceNo,Direction,FromStop,ToStop,SequenceOrder,Geometry
190,2,40191,40201,16,sk_GgkvxR_@bC[`BGZ]rB[hBQv@[p@EH
190,2,40201,40211,17,eq_GsxuxRSZGJILW\]d@[`@UPUPYVg@XUJcALe@FgAJmALmAH
190,2,40211,40221,18,oc`G{nuxRK?SB]BO@Q@g@BO@c@BWBcAF_AL_ALwAJ
190,2,40221,40231,19,_s`GqluxRU@m@Ho@Dk@FM@m@Fe@@U?g@@[CYGc@KUEe@KiBg@g@MOECAIC
190,2,40231,44269,20,egaGunuxReBe@a@Mc@QYO]Qc@U{@[a@QWAY@oCP{A@u@CSBe@?SFQH[b@c@|@kA|Am@l@]JcFzEs@hA_AnBcAjCsDbMw@jBWh@kAfCi@jAqEtJu@dB_CvFg@`Ba@hBe@|Cg@~B]dAq@pAs@dAeCxCyBfCmD~D{AfBk@n@aDjD_BhBmBtB{EvFkEjEc@`@cK`JcKvJURiC~BuApAk@f@s@nAiCxCo@`Am@dA[j@Wl@Sn@[jASdAG^CXAZ@ZB\Ld@R`@X^VVVRZTRRTPTRLRLXFVBXC\EXGXKVOTQXQT[T]V_@Ta@TuCvAqB`AiDtBe@b@_CpBeBdB]b@m@|@i@x@q@lAa@r@qGtK}@xASX_@h@mAbBkAtAa@`@UTsAnAoAhAsAfAy@j@i@`@uAz@gB`AwB|@iBx@y@VwAf@mAZoBl@}Bd@{Cd@aBRqBN}BRgDXoJz@{K|AyEx@qHrAqAT_AP_APGHGBCBqBj@wA^sBf@QHOHOPGLGVEl@K~@IxBM`BO`A[dAEN
190,2,44269,44239,21,_vkGalkxRABWf@S^_@r@INQ\CFEFEHkA|BQ\Yh@OV[l@CDKTGLe@x@q@hAmCfF
190,2,44239,44249,22,{flGwpjxRYh@aDbGmAzBEHKPINKR]n@mA|B
190,2,44249,44259,23,yslG_|ixRABQ\Qb@KZADBRFNBBFFPF~@Hl@HXBf@BJBHDHFFJHRXr@Rl@BDFP\`ADJDR@R@BCLHj@D\BNDDBHFb@?BC@G@QBK@Ko@Ii@CSCCEEEAEAE?G?[LCBIDSHiAd@Sr@Mh@CF?F?B
190,2,44259,44149,24,mqlGueixR?C?GBGLi@Rs@hAe@RIHEBCZMF?D?D@D@DDBBBRHh@Jn@JAPCIi@?IBGCOE]WUOIECa@Om@Va@Ni@R_A^s@XOHDNlAtCN`@Xx@Rj@d@vA@H`@bADJRh@^dAZ|@FPXdAl@xBX`A^dATr@Nb@Rl@HP
190,2,44149,44271,25,adlGwdhxRHVPd@b@lAl@nA`@v@@@FLQJIBa@HQBI@G@K@I?K?G?IAKAuAQI?G?CA
190,2,44271,44281,26,uglGg{gxRE?E?i@@eABk@HWDODMBQFs@Vg@XUL[\IJCDIRk@xBEPEJEPQp@
190,2,44281,44291,27,{vlG_ogxRS|@Md@On@U~@U~@Mb@AHCX?^Df@Fh@Dd@@\CTAJ
190,2,44291,44391,28,}ylGk}fxRAH_@vAMd@O^Ql@IXADGPABIRYx@_CnG
190,2,44391,44009,29,ibmGajfxRQf@Qh@_@hAQZW\YPMHe@VGDIFIDe@TE@k@\k@\i@XGBQFEBq@P[FOBK@O@[BO?
960,1,46009,46549,0,oqwG}nmxRPEXI\Il@OB?B?B@BHx@rDZhAPt@FLHPJTFHLL`@b@r@x@^^RTt@t@fAdA`AbAd@r@
960,1,46549,46539,1,{|vGqwlxRFFNVt@vAh@tAh@dBJ\BHBH@DDXLx@HvA@V?P?R
960,1,46539,46529,2,cvvG{dlxR?T?~@@j@@dG?~A?h@Av@?fA?`A
960,1,46529,46491,3,avvGgnkxR?bB@dA?h@@r@?b@@Z@F@R@FTrBBRBR
960,1,46491,46381,4,wtvG_~jxRDj@JhALrAd@`EXnCJb@^pALX^x@h@v@X`@x@v@bAp@d@XxCzA
960,1,46381,45139,5,{bvG_}ixRJFBBl@b@f@`@PLPTb@j@f@~@b@bAr@hB^~@v@bAXb@pAhBBDLRnBpCNRrAhBPRDF
960,1,45139,45129,6,kkuGw}hxRt@jAJPFJlAtBTb@Xp@Vj@J`@H`@Jl@`@vC
960,1,45129,45119,7,gbuGkjhxRHf@Pr@Nt@J\?@Xz@JXBJNZHNRXTVn@`@XRNLpAt@dAj@
960,1,45119,45109,8,outGsygxRNFdClA^PtBt@vBh@z@HrBLb@@dBHR@`@@F?
960,1,45109,45099,9,s|sGcrgxRrA@vB?`@?R?v@C`@Ad@E`@Cb@Gn@Mj@M`@Kd@O^OZMx@_@`@SVK\MZMXGNE
960,1,45099,45079,10,s`sGyxgxRFAVGXELALAXA^Ah@C|@?D?zBDT@j@@^@xADl@@Z@^?b@?^CPA
960,1,45079,45069,11,}hrGeygxRpAK|@IlAKrAMbBOb@A\Cf@APA
960,1,45069,45059,12,kxqGo{gxRzCCR?rAAfB?~@?^?x@@t@@T?x@@t@B
960,1,45059,45049,13,ibqGk{gxRP@p@B`AF~@HfGp@rCZpC\b@HfARfATJBLDPDlAXhAX
960,1,45049,45039,14,}~oGosgxRhGzAPD~A^
960,1,45039,45029,15,asoGmogxRlAXz@Pf@Dv@Bh@@L?H?P?b@CTCvDW
960,1,45029,44999,16,qaoGungxRvDU`AIv@Ix@K
960,1,44999,45019,17,evnGkpgxR\E|AUdASlBa@`@K~@W~@Y^ODAv@[^M
960,1,45019,44069,18,ucnGwvgxRVKr@]x@a@v@a@xA}@PMJEn@_@`C{A
960,1,44069,44059,19,mtmGs`hxRh@]p@g@fA_At@o@b@e@FG
960,1,44059,44049,20,glmGwghxRVU\]\a@x@w@JKHId@]RO^UZQv@i@zA{@ZQd@UxAw@j@_@NKj@YJE
960,1,44049,44251,21,ivlGcxhxRf@U\On@W\Oj@g@DGDMDS?OSq@c@mA
960,1,44251,44739,22,oqlGsaixRK]g@qASi@Yo@GOGSTKJE^Ov@[~@]h@SLEFC`A]LEDALGLEl@UDC
960,1,44739,44201,23,ahlGioixRVI`A_@FA?KAIAK?UAM@U@S@O?MFc@T_A^m@DIFMBGNWxAoCDI
960,1,44201,44211,24,__lGg`jxRj@gAnBqDtAmC
960,1,44211,44221,25,mwkGoljxRx@}A@Ad@y@r@uAHOIE{Au@_@SKGGEi@Y
960,1,44221,44261,26,qxkGgxjxR{@c@m@]a@U{@e@EAMI_@SLUBCZk@FKl@}@j@aAHQNUTe@DIBIBEP_@HObAmB
960,1,44261,40239,27,_wkG}kkxRJU\eAPaAFy@Bc@FoBHyBHcDBu@DaAFa@H]NYNOZOVIZAVBVF`@T|@|@TRZNZH\@p@An@KlAQjB[zBW`AC|GoA~Dm@VEfEg@hGm@dBMhDY~BSrBQ~AQ~Ci@nCk@rAe@x@WpC}@nBw@dCkA~A{@pAw@h@a@~@o@pAaAfAcA|A{ALMh@m@l@q@n@y@j@u@h@u@~AkCtBuDd@w@pA}BTe@^q@b@w@h@aAt@_AJMv@y@n@m@\YNYNQfByAXSfD}Bl@q@b@{@Rs@F}@@{ABaDDmA`@qCXuBf@yBf@{Ap@}A|@cBbAwApC}CrIiIhQmP`AeAxAuAb@c@x@s@fKsKjBsBvBiCzCkDpB}B`AgAnF_GdCoCl@gAl@kA\sAR{@ZwALi@VgA`@iBh@kBbCsFr@_BLYfAaClDaI~@qBVk@??|@gCZcAtCeJl@eB`@aAz@_Bx@gAhAiAhDiDBQBGBEHKVc@d@mAHc@Fg@BQBk@Au@GgAGe@Ie@KQSQOEUAU@ODMFGHINCR@ZHj@P`@VZXV^Pb@LvBb@fBTt@@vAE^EVC|BIT?b@RhAf@NFD@^PzAj@XH
960,1,40239,40089,28,iiaGipuxRr@P`@HD@NDb@J`@JLDv@RVBR@NCJGFI~@eER}@Py@
960,1,40089,40079,29,{{`GaxuxRTcAt@mCFSDW^gBH_@Li@VeA
960,1,40079,40119,30,qv`GwgvxRFYFWR{@d@sB\wA@IMCEAECCGv@uD@A
960,1,40119,40069,31,kr`GexvxRP{@F[NLHHj@wCH_@`@sB
960,1,40069,40059,32,_n`GqcwxRDOPw@Vk@Ta@FIHM~@_AJIJIj@g@p@i@|@u@
960,1,40059,40049,33,sc`G{owxRBC~@w@h@e@LKb@_@??lAoAjAuAz@y@|@q@EGGGrAqA
960,1,40049,40039,34,ys_G}_xxRsApAFFDFh@i@bA_A^[DEXWDCLMBKDSHQRILCJAL?B?PFJCJCJKt@sBf@yA
960,1,40039,40029,35,uh_GmkxxRv@{B^eAJYDEBEf@uA^aA
960,1,40029,40279,36,_c_GmwxxRPc@b@oAHSX_ADQ`@cBT{@BIHg@D[Jg@Nk@Pe@Tc@PUVWPOFE
960,1,40279,40019,37,ky~FwlyxRr@k@n@c@JKf@_@\WNMn@c@RMnAgA~AgBHKj@i@bAaAr@u@h@u@
960,1,40019,7539,38,yd~F_`zxR\e@FILQzBwCbBwBNSLSFIl@eANW\{@HQ
960,1,7539,7589,39,yw}FoqzxRVk@ZkAXcAVw@fA}BJe@JUFODGHSRi@BM@_@?c@HgADQBQ@?
960,1,7589,1059,40,ko}Fqg{xRHUHQ\k@BCRWLQBEd@q@BI@KDSBGDKFIDGBETULMXSZX`@Zp@j@ZXxAnA
960,1,1059,1119,41,}`}Fmk{xRTRNJRRFFRPvAdADBp@j@
960,1,1119,1019,42,wy|Fie{xR|@t@PNNJ@BxB~ADBVRJHxCzBfBrA?@
960,1,1019,2049,43,oi|F_xzxR^VHDpC`CVRFFDEn@aAT]n@_A\g@FIRW`@m@`AwAJQ
960,1,2049,2089,44,my{Fk~zxRDENSPYt@aAJOT[fAkBn@mAJSP_@Xo@`@y@h@gALWHOJUDIr@yABIP]@AP]@ERa@@CDIXk@Ja@DM@GFi@@]?E
960,2,2101,2051,0,uyzFio|xR^BbAD`BD~AH~AJlFBrA@jCD|CJlBJjANtATvAZ|@Rf@L|@XJRBDBD@F?D?DA@o@jAg@~@k@dA?BCDOVWMKEgAk@MIsAo@e@Uc@UeAk@i@Qe@M_@K{@QMAkAKQ?wRWcBCMDG@IDC@IFMLIJGHCt@AdACz@A^C`A?Z
960,2,2051,2061,1,k{zF_~{xRAb@ATAZA~@Ah@C~@Ab@AR?B?XAB?HC\AVL^@PCh@AX?D[FEB
960,2,2061,4151,2,}|zF}l{xRMFQPMRAAUIKGWZGFUZKJ{@dAc@h@CBY^GHYZUVSPe@d@_@\k@j@A@_@^A?OZU`@MRILKP_@t@m@dAc@v@a@dAKPEHCD_AbB[l@{@|AMRKRQMiByA[[
960,2,4151,1013,3,o~{F_mzxR]YKMCCQO_@_@YUKIOOKIUSa@]_@]iA_AQMCCqAaASOYSAA
960,2,1013,1112,4,km|F_zzxR_@YGEy@m@w@k@KKYQCCs@k@{@s@[Ww@o@EEoA_A
960,2,1112,7551,5,i||Fif{xR??i@e@_@YWUIGSQQPaAr@KFa@LGB_@VIDE@e@RUH
960,2,7551,7531,6,_h}F{d{xRIBe@Ri@X]NULc@Vi@ZONY^GLGLKT_@v@y@xAG\QdA
960,2,7531,40011,7,ut}F_vzxRAJOfAIf@EZc@nAkAbCMVSPY^uApAe@b@_@b@WZWX[XQT{ChDSVcA~@g@h@c@d@{@v@LVDF\Zp@Nt@Pn@TRBJ@F?FCFEd@u@Xa@DIRY@Eb@q@l@aA@AT_@HMZe@T]?E@I?GAIKQOKq@e@IGIEECA?AA
960,2,40011,40271,8,ab~Fs_zxR[U{ChDSVcA~@g@h@c@d@{@v@c@\KJONOLWPKHm@f@
960,2,40271,40021,9,{s~FsoyxRA?MJA@OJYRaAt@y@r@_@`@[p@Mh@SbAAFOt@CFMj@Ox@O^Ur@c@jAYx@
960,2,40021,40031,10,ia_GsxxxRSl@A@M\Q`@GPQd@Mp@K\U`ASp@
960,2,40031,40041,11,}e_GgmxxROd@ELO`@Qh@Un@O`@MZOb@Ob@CFK`@BJ@N@RENEJEHONSFQ@MEU?ODWPSPML}@r@
960,2,40041,40051,12,er_Gq{wxRg@`@w@n@[TYVk@b@_Al@m@`@[VwAlAIH
960,2,40051,40111,13,s_`GmpwxR_@\YTKHoAhAe@b@C@c@^CBKHKJMLCFELCDI`@Md@Ib@A@u@fDU~@EP]vAGX
960,2,40111,40071,14,km`GayvxRUdAENKd@g@vBIZWhAERa@vBAHW~@Ol@Qt@EV
960,2,40071,40081,15,gt`GucvxRADGRMh@Mh@CJAFOj@St@BPABIp@?DIf@CNI`@I\g@xBETS|@
960,2,40081,40231,16,cz`G}ouxRMd@ERM`@CLMf@g@@[CYGc@KUEe@KiBg@g@MOECAIC
960,2,40231,44269,17,egaGunuxReBe@a@Mc@QYO]Qc@U{@[a@QWAY@oCP{A@u@CSBe@?SFQH[b@c@|@kA|Am@l@]JcFzEs@hA_AnBcAjCsDbMw@jBWh@kAfCi@jAqEtJu@dB_CvFg@`Ba@hBe@|Cg@~B]dAq@pAs@dAeCxCyBfCmD~D{AfBk@n@aDjD_BhBmBtB{EvFkEjEc@`@cK`JcKvJURiC~BuApAk@f@s@nAiCxCo@`Am@dA[j@Wl@Sn@[jASdAG^CXAZ@ZB\Ld@R`@X^VVVRZTRRTPTRLRLXFVBXC\EXGXKVOTQXQT[T]V_@Ta@TuCvAqB`AiDtBe@b@_CpBeBdB]b@m@|@i@x@q@lAa@r@qGtK}@xASX_@h@mAbBkAtAa@`@UTsAnAoAhAsAfAy@j@i@`@uAz@gB`AwB|@iBx@y@VwAf@mAZoBl@}Bd@{Cd@aBRqBN}BRgDXoJz@{K|AyEx@qHrAqAT_AP_APGHGBCBqBj@wA^sBf@QHOHOPGLGVEl@K~@IxBM`BO`A[dAEN
960,2,44269,44229,18,_vkGalkxRABWf@S^_@r@INQ\CFEFEHkA|BQ\Yh@Gl@?ZTh@nAp@
960,2,44229,44219,19,szkGmzjxRXNrAr@HDTLb@ThAh@LFHDPJMTcCnE
960,2,44219,44209,20,_vkGumjxRc@v@gArBaAfBiAxBWh@S\
960,2,44209,44731,21,c_lG__jxRWf@o@lAS\CDILEHYj@O`@IZCNAPAHAV?P?F?JHr@@FDRYDIBy@\]Nc@N
960,2,44731,44259,22,_ilGanixRMDOD@R@BCLHj@D\BNDDBHFb@?BC@G@QBK@Ko@Ii@CSCCEEEAEAE?G?[LCBIDSHiAd@Sr@Mh@CF?F?B
960,2,44259,44041,23,mqlGueixR?C?GBGLi@Rs@hAe@RIHEBCZMF?D?D@D@DDBBBRHh@Jn@JAPCIi@?IBGCOE]WUOIECa@Om@Va@Ni@R_A^s@XOHDNlAtCN`@Xx@Rj@d@vA@H`@bA[LQJm@Vy@\e@R}An@A?
960,2,44041,44051,24,avlGouhxRy@\A@g@TOFi@Ts@VgAd@_Bj@g@Xm@ZOHQLWRCDKLMLuBvBYX
960,2,44051,43991,25,ykmG{fhxREFWVi@f@a@\g@d@a@Zg@\_@V{@j@a@VMH
960,2,43991,44061,26,awmGo}gxRiAr@KFSL??sAv@SL{@^o@XYL
960,2,44061,45011,27,yanGwvgxRYJm@TqAf@GBA?[JSH[H{@TkATiATA?
960,2,45011,45021,28,}onGgqgxRcAT_BX}C\I@e@DyAHaDRWBg@Bi@D
960,2,45021,45031,29,ufoGemgxRE?K@{@FQ@G?[@e@?c@C_@COCeAOu@SyA_@
960,2,45031,45041,30,iuoGgogxRc@M{@Qm@OsDy@s@QUEe@Mm@OICMEICe@Mo@Ko@Oa@Ge@GiAOwAQ
960,2,45041,45051,31,{ppGqwgxRmJiA{@IaAGs@CG?
960,2,45051,45061,32,cbqGqzgxRiAEK?eC?kBBG?_B@k@?cECeABQ@
960,2,45061,45071,33,{yqGozgxRI?y@Dm@D_@BqCVkDZK?
960,2,45071,45091,34,whrGkxgxRYBW@i@@i@@QAy@Bw@AeBAK?{@Ae@Ge@AkAEi@Ag@@A?[@[BQBSD[H]J[LYJa@RMFID
960,2,45091,45101,35,cfsGsugxR_@P}@\c@Ng@Lg@Jq@Le@Fe@DgAF]?k@@{C@{B?s@?y@@A?
960,2,45101,45111,36,matGoqgxRm@?uA?_BOcA[w@]qB_AwBcASK
960,2,45111,45121,37,kttGixgxR[OuD_BUKYQk@_@ECQOMWCCEIEGCEKQOYCMGSMm@G[E]OiAOqA
960,2,45121,45131,38,wbuGqjhxRGc@OoAG_@Ic@I_@Mc@Qe@m@oAEKaAqAQY
960,2,45131,46389,39,siuG{yhxRiA_BUYm@{@MOU[Wa@IKYg@gAcBMQCEoAcBs@y@c@s@a@}@q@cBc@}@Q]Ue@CGa@e@QUMK_@]GEc@Yk@Y
960,2,46389,46499,40,advGm|ixRAAoB_A]Q_@U[Sg@_@]Y[_@UYg@q@[g@Ym@GQWw@AEI_@Kg@Ie@cAcKKgAIcACS
960,2,46499,46521,41,cvvGi_kxRAIOcB?ECS?IAYA[AgBAq@@}@
960,2,46521,46531,42,_wvGilkxRDiCAkB?s@@cACiF?k@
960,2,46531,46541,43,}vvGm`lxRAw@AsAGaBCa@AQKo@CMCO?ECGCIAGGUMg@K]Og@i@qAc@y@AC
960,2,46541,46009,44,o|vGqulxRAC{@oAkAmAc@c@wA}AIKCC]a@yA}AMQGIKUNONUJQT[Xc@Ra@Tu@Ru@L}@Hg@@O@M@KBa@?k@@W?e@C]Em@McAGa@QcAMu@Im@COG_@G]_@c@CEQQKG_@KaBW]Ie@Io@K{@ISCWC}@A}@AU?SBK@e@FKB?VTbALf@Lf@n@dCDRMJWHgA\KDYNQZ?\D\|@`DJ`@p@dCLPLF\DVCpA_@hA]
